conceptUri,preferredLabel,altLabels,description,skillType
http://data.europa.eu/esco/skill/00000260,Skill 260,"Alt skill 260
Synonym 260",Description for skill 260. Ability to perform task 260.,knowledge
http://data.europa.eu/esco/skill/00000261,Skill 261,,Description for skill 261. Ability to perform task 261.,knowledge
http://data.europa.eu/esco/skill/00000262,Skill 262,,Description for skill 262. Ability to perform task 262.,skill
http://data.europa.eu/esco/skill/00000263,Skill 263,,Description for skill 263. Ability to perform task 263.,skill
http://data.europa.eu/esco/skill/00000264,Skill 264,"Alt skill 264
Synonym 264",Description for skill 264. Ability to perform task 264.,skill
http://data.europa.eu/esco/skill/00000265,Skill 265,,Description for skill 265. Ability to perform task 265.,knowledge
http://data.europa.eu/esco/skill/00000266,Skill 266,,Description for skill 266. Ability to perform task 266.,knowledge
http://data.europa.eu/esco/skill/00000267,Skill 267,,Description for skill 267. Ability to perform task 267.,knowledge
http://data.europa.eu/esco/skill/00000268,Skill 268,"Alt skill 268
Synonym 268",Description for skill 268. Ability to perform task 268.,attitude
http://data.europa.eu/esco/skill/00000269,Skill 269,,Description for skill 269. Ability to perform task 269.,knowledge
http://data.europa.eu/esco/skill/00000270,Skill 270,,Description for skill 270. Ability to perform task 270.,skill
http://data.europa.eu/esco/skill/00000271,Skill 271,,Description for skill 271. Ability to perform task 271.,skill
http://data.europa.eu/esco/skill/00000272,Skill 272,"Alt skill 272
Synonym 272",Description for skill 272. Ability to perform task 272.,skill
http://data.europa.eu/esco/skill/00000273,Skill 273,,Description for skill 273. Ability to perform task 273.,knowledge
http://data.europa.eu/esco/skill/00000274,Skill 274,,Description for skill 274. Ability to perform task 274.,skill
http://data.europa.eu/esco/skill/00000275,Skill 275,,Description for skill 275. Ability to perform task 275.,skill
http://data.europa.eu/esco/skill/00000276,Skill 276,"Alt skill 276
Synonym 276",Description for skill 276. Ability to perform task 276.,attitude
http://data.europa.eu/esco/skill/00000277,Skill 277,,Description for skill 277. Ability to perform task 277.,attitude
http://data.europa.eu/esco/skill/00000278,Skill 278,,Description for skill 278. Ability to perform task 278.,skill
http://data.europa.eu/esco/skill/00000279,Skill 279,,Description for skill 279. Ability to perform task 279.,attitude
http://data.europa.eu/esco/skill/00000280,Skill 280,"Alt skill 280
Synonym 280",Description for skill 280. Ability to perform task 280.,attitude
http://data.europa.eu/esco/skill/00000281,Skill 281,,Description for skill 281. Ability to perform task 281.,skill
http://data.europa.eu/esco/skill/00000282,Skill 282,,Description for skill 282. Ability to perform task 282.,knowledge
http://data.europa.eu/esco/skill/00000283,Skill 283,,Description for skill 283. Ability to perform task 283.,knowledge
http://data.europa.eu/esco/skill/00000284,Skill 284,"Alt skill 284
Synonym 284",Description for skill 284. Ability to perform task 284.,skill
http://data.europa.eu/esco/skill/00000285,Skill 285,,Description for skill 285. Ability to perform task 285.,knowledge
http://data.europa.eu/esco/skill/00000286,Skill 286,,Description for skill 286. Ability to perform task 286.,attitude
http://data.europa.eu/esco/skill/00000287,Skill 287,,Description for skill 287. Ability to perform task 287.,skill
http://data.europa.eu/esco/skill/00000288,Skill 288,"Alt skill 288
Synonym 288",Description for skill 288. Ability to perform task 288.,knowledge
http://data.europa.eu/esco/skill/00000289,Skill 289,,Description for skill 289. Ability to perform task 289.,knowledge
http://data.europa.eu/esco/skill/00000290,Skill 290,,Description for skill 290. Ability to perform task 290.,attitude
http://data.europa.eu/esco/skill/00000291,Skill 291,,Description for skill 291. Ability to perform task 291.,skill
http://data.europa.eu/esco/skill/00000292,Skill 292,"Alt skill 292
Synonym 292",Description for skill 292. Ability to perform task 292.,skill
http://data.europa.eu/esco/skill/00000293,Skill 293,,Description for skill 293. Ability to perform task 293.,attitude
http://data.europa.eu/esco/skill/00000294,Skill 294,,Description for skill 294. Ability to perform task 294.,skill
http://data.europa.eu/esco/skill/00000295,Skill 295,,Description for skill 295. Ability to perform task 295.,skill
http://data.europa.eu/esco/skill/00000296,Skill 296,"Alt skill 296
Synonym 296",Description for skill 296. Ability to perform task 296.,attitude
http://data.europa.eu/esco/skill/00000297,Skill 297,,Description for skill 297. Ability to perform task 297.,attitude
http://data.europa.eu/esco/skill/00000298,Skill 298,,Description for skill 298. Ability to perform task 298.,knowledge
http://data.europa.eu/esco/skill/00000299,Skill 299,,Description for skill 299. Ability to perform task 299.,skill
http://data.europa.eu/esco/skill/00000300,Skill 300,"Alt skill 300
Synonym 300",Description for skill 300. Ability to perform task 300.,attitude
