occupationUri,skillUri,relationType
http://data.europa.eu/esco/occupation/00000155,http://data.europa.eu/esco/skill/00000165,essential
http://data.europa.eu/esco/occupation/00000156,http://data.europa.eu/esco/skill/00000065,optional
http://data.europa.eu/esco/occupation/00000157,http://data.europa.eu/esco/skill/00000300,optional
http://data.europa.eu/esco/occupation/00000157,http://data.europa.eu/esco/skill/00000281,optional
http://data.europa.eu/esco/occupation/00000157,http://data.europa.eu/esco/skill/00000167,optional
http://data.europa.eu/esco/occupation/00000158,http://data.europa.eu/esco/skill/00000221,essential
http://data.europa.eu/esco/occupation/00000158,http://data.europa.eu/esco/skill/00000051,optional
http://data.europa.eu/esco/occupation/00000158,http://data.europa.eu/esco/skill/00000059,optional
http://data.europa.eu/esco/occupation/00000159,http://data.europa.eu/esco/skill/00000212,optional
http://data.europa.eu/esco/occupation/00000160,http://data.europa.eu/esco/skill/00000205,essential
http://data.europa.eu/esco/occupation/00000160,http://data.europa.eu/esco/skill/00000213,optional
http://data.europa.eu/esco/occupation/00000161,http://data.europa.eu/esco/skill/00000161,optional
http://data.europa.eu/esco/occupation/00000161,http://data.europa.eu/esco/skill/00000131,essential
http://data.europa.eu/esco/occupation/00000162,http://data.europa.eu/esco/skill/00000243,essential
http://data.europa.eu/esco/occupation/00000162,http://data.europa.eu/esco/skill/00000035,essential
http://data.europa.eu/esco/occupation/00000162,http://data.europa.eu/esco/skill/00000047,optional
http://data.europa.eu/esco/occupation/00000163,http://data.europa.eu/esco/skill/00000191,essential
http://data.europa.eu/esco/occupation/00000164,http://data.europa.eu/esco/skill/00000031,essential
http://data.europa.eu/esco/occupation/00000164,http://data.europa.eu/esco/skill/00000288,optional
http://data.europa.eu/esco/occupation/00000164,http://data.europa.eu/esco/skill/00000169,optional
http://data.europa.eu/esco/occupation/00000165,http://data.europa.eu/esco/skill/00000217,optional
http://data.europa.eu/esco/occupation/00000165,http://data.europa.eu/esco/skill/00000027,optional
http://data.europa.eu/esco/occupation/00000165,http://data.europa.eu/esco/skill/00000148,essential
http://data.europa.eu/esco/occupation/00000166,http://data.europa.eu/esco/skill/00000260,optional
http://data.europa.eu/esco/occupation/00000166,http://data.europa.eu/esco/skill/00000109,essential
http://data.europa.eu/esco/occupation/00000166,http://data.europa.eu/esco/skill/00000080,essential
http://data.europa.eu/esco/occupation/00000167,http://data.europa.eu/esco/skill/00000285,essential
http://data.europa.eu/esco/occupation/00000167,http://data.europa.eu/esco/skill/00000189,optional
http://data.europa.eu/esco/occupation/00000168,http://data.europa.eu/esco/skill/00000116,essential
http://data.europa.eu/esco/occupation/00000168,http://data.europa.eu/esco/skill/00000220,optional
http://data.europa.eu/esco/occupation/00000168,http://data.europa.eu/esco/skill/00000288,essential
http://data.europa.eu/esco/occupation/00000169,http://data.europa.eu/esco/skill/00000140,optional
http://data.europa.eu/esco/occupation/00000170,http://data.europa.eu/esco/skill/00000180,essential
http://data.europa.eu/esco/occupation/00000170,http://data.europa.eu/esco/skill/00000004,essential
http://data.europa.eu/esco/occupation/00000171,http://data.europa.eu/esco/skill/00000206,essential
http://data.europa.eu/esco/occupation/00000171,http://data.europa.eu/esco/skill/00000036,essential
http://data.europa.eu/esco/occupation/00000171,http://data.europa.eu/esco/skill/00000073,essential
http://data.europa.eu/esco/occupation/00000172,http://data.europa.eu/esco/skill/00000215,optional
http://data.europa.eu/esco/occupation/00000172,http://data.europa.eu/esco/skill/00000233,essential
http://data.europa.eu/esco/occupation/00000173,http://data.europa.eu/esco/skill/00000160,essential
http://data.europa.eu/esco/occupation/00000173,http://data.europa.eu/esco/skill/00000167,essential
http://data.europa.eu/esco/occupation/00000174,http://data.europa.eu/esco/skill/00000081,essential
http://data.europa.eu/esco/occupation/00000175,http://data.europa.eu/esco/skill/00000042,optional
http://data.europa.eu/esco/occupation/00000175,http://data.europa.eu/esco/skill/00000140,optional
http://data.europa.eu/esco/occupation/00000175,http://data.europa.eu/esco/skill/00000227,optional
http://data.europa.eu/esco/occupation/00000176,http://data.europa.eu/esco/skill/00000140,essential
http://data.europa.eu/esco/occupation/00000176,http://data.europa.eu/esco/skill/00000111,optional
http://data.europa.eu/esco/occupation/00000177,http://data.europa.eu/esco/skill/00000057,optional
http://data.europa.eu/esco/occupation/00000177,http://data.europa.eu/esco/skill/00000146,optional
http://data.europa.eu/esco/occupation/00000178,http://data.europa.eu/esco/skill/00000113,optional
http://data.europa.eu/esco/occupation/00000179,http://data.europa.eu/esco/skill/00000029,optional
http://data.europa.eu/esco/occupation/00000179,http://data.europa.eu/esco/skill/00000004,essential
http://data.europa.eu/esco/occupation/00000179,http://data.europa.eu/esco/skill/00000105,essential
http://data.europa.eu/esco/occupation/00000180,http://data.europa.eu/esco/skill/00000149,essential
http://data.europa.eu/esco/occupation/00000180,http://data.europa.eu/esco/skill/00000168,essential
http://data.europa.eu/esco/occupation/00000181,http://data.europa.eu/esco/skill/00000221,essential
http://data.europa.eu/esco/occupation/00000181,http://data.europa.eu/esco/skill/00000090,optional
http://data.europa.eu/esco/occupation/00000182,http://data.europa.eu/esco/skill/00000118,optional
http://data.europa.eu/esco/occupation/00000182,http://data.europa.eu/esco/skill/00000257,essential
http://data.europa.eu/esco/occupation/00000182,http://data.europa.eu/esco/skill/00000287,optional
http://data.europa.eu/esco/occupation/00000183,http://data.europa.eu/esco/skill/00000022,optional
http://data.europa.eu/esco/occupation/00000183,http://data.europa.eu/esco/skill/00000224,essential
http://data.europa.eu/esco/occupation/00000183,http://data.europa.eu/esco/skill/00000010,optional
http://data.europa.eu/esco/occupation/00000184,http://data.europa.eu/esco/skill/00000220,optional
http://data.europa.eu/esco/occupation/00000184,http://data.europa.eu/esco/skill/00000294,optional
http://data.europa.eu/esco/occupation/00000184,http://data.europa.eu/esco/skill/00000208,essential
http://data.europa.eu/esco/occupation/00000185,http://data.europa.eu/esco/skill/00000011,essential
http://data.europa.eu/esco/occupation/00000185,http://data.europa.eu/esco/skill/00000167,optional
http://data.europa.eu/esco/occupation/00000186,http://data.europa.eu/esco/skill/00000186,essential
http://data.europa.eu/esco/occupation/00000186,http://data.europa.eu/esco/skill/00000046,essential
http://data.europa.eu/esco/occupation/00000186,http://data.europa.eu/esco/skill/00000224,optional
http://data.europa.eu/esco/occupation/00000187,http://data.europa.eu/esco/skill/00000206,optional
http://data.europa.eu/esco/occupation/00000187,http://data.europa.eu/esco/skill/00000269,optional
http://data.europa.eu/esco/occupation/00000187,http://data.europa.eu/esco/skill/00000041,optional
http://data.europa.eu/esco/occupation/00000188,http://data.europa.eu/esco/skill/00000171,essential
http://data.europa.eu/esco/occupation/00000189,http://data.europa.eu/esco/skill/00000262,essential
http://data.europa.eu/esco/occupation/00000190,http://data.europa.eu/esco/skill/00000262,optional
http://data.europa.eu/esco/occupation/00000190,http://data.europa.eu/esco/skill/00000100,essential
http://data.europa.eu/esco/occupation/00000190,http://data.europa.eu/esco/skill/00000179,essential
http://data.europa.eu/esco/occupation/00000191,http://data.europa.eu/esco/skill/00000075,optional
http://data.europa.eu/esco/occupation/00000192,http://data.europa.eu/esco/skill/00000089,essential
http://data.europa.eu/esco/occupation/00000193,http://data.europa.eu/esco/skill/00000039,optional
http://data.europa.eu/esco/occupation/00000193,http://data.europa.eu/esco/skill/00000091,optional
http://data.europa.eu/esco/occupation/00000193,http://data.europa.eu/esco/skill/00000253,optional
http://data.europa.eu/esco/occupation/00000194,http://data.europa.eu/esco/skill/00000162,essential
http://data.europa.eu/esco/occupation/00000194,http://data.europa.eu/esco/skill/00000078,optional
http://data.europa.eu/esco/occupation/00000194,http://data.europa.eu/esco/skill/00000226,optional
http://data.europa.eu/esco/occupation/00000195,http://data.europa.eu/esco/skill/00000156,optional
http://data.europa.eu/esco/occupation/00000195,http://data.europa.eu/esco/skill/00000141,essential
http://data.europa.eu/esco/occupation/00000195,http://data.europa.eu/esco/skill/00000029,optional
http://data.europa.eu/esco/occupation/00000196,http://data.europa.eu/esco/skill/00000232,essential
http://data.europa.eu/esco/occupation/00000196,http://data.europa.eu/esco/skill/00000020,optional
http://data.europa.eu/esco/occupation/00000197,http://data.europa.eu/esco/skill/00000040,optional
http://data.europa.eu/esco/occupation/00000197,http://data.europa.eu/esco/skill/00000047,optional
http://data.europa.eu/esco/occupation/00000198,http://data.europa.eu/esco/skill/00000284,essential
http://data.europa.eu/esco/occupation/00000198,http://data.europa.eu/esco/skill/00000022,optional
http://data.europa.eu/esco/occupation/00000198,http://data.europa.eu/esco/skill/00000231,optional
http://data.europa.eu/esco/occupation/00000199,http://data.europa.eu/esco/skill/00000078,essential
http://data.europa.eu/esco/occupation/00000199,http://data.europa.eu/esco/skill/00000032,optional
http://data.europa.eu/esco/occupation/00000199,http://data.europa.eu/esco/skill/00000231,essential
http://data.europa.eu/esco/occupation/00000200,http://data.europa.eu/esco/skill/00000089,optional
http://data.europa.eu/esco/occupation/00000200,http://data.europa.eu/esco/skill/00000021,optional
http://data.europa.eu/esco/occupation/00000200,http://data.europa.eu/esco/skill/00000127,essential
