conceptUri,preferredLabel,altLabels,description,skillType
http://data.europa.eu/esco/skill/00000230,Skill 230 (ES),,Description for skill 230. Ability to perform task 230. [ES],knowledge
http://data.europa.eu/esco/skill/00000231,Skill 231 (ES),,Description for skill 231. Ability to perform task 231. [ES],attitude
http://data.europa.eu/esco/skill/00000232,Skill 232 (ES),"Alt skill 232
Synonym 232",Description for skill 232. Ability to perform task 232. [ES],knowledge
http://data.europa.eu/esco/skill/00000233,Skill 233 (ES),,Description for skill 233. Ability to perform task 233. [ES],attitude
http://data.europa.eu/esco/skill/00000234,Skill 234 (ES),,Description for skill 234. Ability to perform task 234. [ES],knowledge
http://data.europa.eu/esco/skill/00000235,Skill 235 (ES),,Description for skill 235. Ability to perform task 235. [ES],skill
http://data.europa.eu/esco/skill/00000236,Skill 236 (ES),"Alt skill 236
Synonym 236",Description for skill 236. Ability to perform task 236. [ES],attitude
http://data.europa.eu/esco/skill/00000237,Skill 237 (ES),,Description for skill 237. Ability to perform task 237. [ES],skill
http://data.europa.eu/esco/skill/00000238,Skill 238 (ES),,Description for skill 238. Ability to perform task 238. [ES],attitude
http://data.europa.eu/esco/skill/00000239,Skill 239 (ES),,Description for skill 239. Ability to perform task 239. [ES],attitude
http://data.europa.eu/esco/skill/00000240,Skill 240 (ES),"Alt skill 240
Synonym 240",Description for skill 240. Ability to perform task 240. [ES],knowledge
http://data.europa.eu/esco/skill/00000241,Skill 241 (ES),,Description for skill 241. Ability to perform task 241. [ES],knowledge
http://data.europa.eu/esco/skill/00000242,Skill 242 (ES),,Description for skill 242. Ability to perform task 242. [ES],knowledge
http://data.europa.eu/esco/skill/00000243,Skill 243 (ES),,Description for skill 243. Ability to perform task 243. [ES],knowledge
http://data.europa.eu/esco/skill/00000244,Skill 244 (ES),"Alt skill 244
Synonym 244",Description for skill 244. Ability to perform task 244. [ES],skill
http://data.europa.eu/esco/skill/00000245,Skill 245 (ES),,Description for skill 245. Ability to perform task 245. [ES],knowledge
http://data.europa.eu/esco/skill/00000246,Skill 246 (ES),,Description for skill 246. Ability to perform task 246. [ES],knowledge
http://data.europa.eu/esco/skill/00000247,Skill 247 (ES),,Description for skill 247. Ability to perform task 247. [ES],attitude
http://data.europa.eu/esco/skill/00000248,Skill 248 (ES),"Alt skill 248
Synonym 248",Description for skill 248. Ability to perform task 248. [ES],skill
http://data.europa.eu/esco/skill/00000249,Skill 249 (ES),,Description for skill 249. Ability to perform task 249. [ES],skill
http://data.europa.eu/esco/skill/00000250,Skill 250 (ES),,Description for skill 250. Ability to perform task 250. [ES],attitude
http://data.europa.eu/esco/skill/00000251,Skill 251 (ES),,Description for skill 251. Ability to perform task 251. [ES],attitude
http://data.europa.eu/esco/skill/00000252,Skill 252 (ES),"Alt skill 252
Synonym 252",Description for skill 252. Ability to perform task 252. [ES],knowledge
http://data.europa.eu/esco/skill/00000253,Skill 253 (ES),,Description for skill 253. Ability to perform task 253. [ES],skill
http://data.europa.eu/esco/skill/00000254,Skill 254 (ES),,Description for skill 254. Ability to perform task 254. [ES],knowledge
http://data.europa.eu/esco/skill/00000255,Skill 255 (ES),,Description for skill 255. Ability to perform task 255. [ES],attitude
http://data.europa.eu/esco/skill/00000256,Skill 256 (ES),"Alt skill 256
Synonym 256",Description for skill 256. Ability to perform task 256. [ES],knowledge
http://data.europa.eu/esco/skill/00000257,Skill 257 (ES),,Description for skill 257. Ability to perform task 257. [ES],skill
http://data.europa.eu/esco/skill/00000258,Skill 258 (ES),,Description for skill 258. Ability to perform task 258. [ES],knowledge
http://data.europa.eu/esco/skill/00000259,Skill 259 (ES),,Description for skill 259. Ability to perform task 259. [ES],skill
http://data.europa.eu/esco/skill/00000260,Skill 260 (ES),"Alt skill 260
Synonym 260",Description for skill 260. Ability to perform task 260. [ES],knowledge
http://data.europa.eu/esco/skill/00000261,Skill 261 (ES),,Description for skill 261. Ability to perform task 261. [ES],knowledge
http://data.europa.eu/esco/skill/00000262,Skill 262 (ES),,Description for skill 262. Ability to perform task 262. [ES],skill
http://data.europa.eu/esco/skill/00000263,Skill 263 (ES),,Description for skill 263. Ability to perform task 263. [ES],skill
http://data.europa.eu/esco/skill/00000264,Skill 264 (ES),"Alt skill 264
Synonym 264",Description for skill 264. Ability to perform task 264. [ES],skill
http://data.europa.eu/esco/skill/00000265,Skill 265 (ES),,Description for skill 265. Ability to perform task 265. [ES],knowledge
http://data.europa.eu/esco/skill/00000266,Skill 266 (ES),,Description for skill 266. Ability to perform task 266. [ES],knowledge
http://data.europa.eu/esco/skill/00000267,Skill 267 (ES),,Description for skill 267. Ability to perform task 267. [ES],knowledge
http://data.europa.eu/esco/skill/00000268,Skill 268 (ES),"Alt skill 268
Synonym 268",Description for skill 268. Ability to perform task 268. [ES],attitude
http://data.europa.eu/esco/skill/00000269,Skill 269 (ES),,Description for skill 269. Ability to perform task 269. [ES],knowledge
http://data.europa.eu/esco/skill/00000270,Skill 270 (ES),,Description for skill 270. Ability to perform task 270. [ES],skill
http://data.europa.eu/esco/skill/00000271,Skill 271 (ES),,Description for skill 271. Ability to perform task 271. [ES],skill
http://data.europa.eu/esco/skill/00000272,Skill 272 (ES),"Alt skill 272
Synonym 272",Description for skill 272. Ability to perform task 272. [ES],skill
http://data.europa.eu/esco/skill/00000273,Skill 273 (ES),,Description for skill 273. Ability to perform task 273. [ES],knowledge
http://data.europa.eu/esco/skill/00000274,Skill 274 (ES),,Description for skill 274. Ability to perform task 274. [ES],skill
http://data.europa.eu/esco/skill/00000275,Skill 275 (ES),,Description for skill 275. Ability to perform task 275. [ES],skill
http://data.europa.eu/esco/skill/00000276,Skill 276 (ES),"Alt skill 276
Synonym 276",Description for skill 276. Ability to perform task 276. [ES],attitude
http://data.europa.eu/esco/skill/00000277,Skill 277 (ES),,Description for skill 277. Ability to perform task 277. [ES],attitude
http://data.europa.eu/esco/skill/00000278,Skill 278 (ES),,Description for skill 278. Ability to perform task 278. [ES],skill
http://data.europa.eu/esco/skill/00000279,Skill 279 (ES),,Description for skill 279. Ability to perform task 279. [ES],attitude
http://data.europa.eu/esco/skill/00000280,Skill 280 (ES),"Alt skill 280
Synonym 280",Description for skill 280. Ability to perform task 280. [ES],attitude
http://data.europa.eu/esco/skill/00000281,Skill 281 (ES),,Description for skill 281. Ability to perform task 281. [ES],skill
http://data.europa.eu/esco/skill/00000282,Skill 282 (ES),,Description for skill 282. Ability to perform task 282. [ES],knowledge
http://data.europa.eu/esco/skill/00000283,Skill 283 (ES),,Description for skill 283. Ability to perform task 283. [ES],knowledge
http://data.europa.eu/esco/skill/00000284,Skill 284 (ES),"Alt skill 284
Synonym 284",Description for skill 284. Ability to perform task 284. [ES],skill
http://data.europa.eu/esco/skill/00000285,Skill 285 (ES),,Description for skill 285. Ability to perform task 285. [ES],knowledge
http://data.europa.eu/esco/skill/00000286,Skill 286 (ES),,Description for skill 286. Ability to perform task 286. [ES],attitude
http://data.europa.eu/esco/skill/00000287,Skill 287 (ES),,Description for skill 287. Ability to perform task 287. [ES],skill
http://data.europa.eu/esco/skill/00000288,Skill 288 (ES),"Alt skill 288
Synonym 288",Description for skill 288. Ability to perform task 288. [ES],knowledge
http://data.europa.eu/esco/skill/00000289,Skill 289 (ES),,Description for skill 289. Ability to perform task 289. [ES],knowledge
http://data.europa.eu/esco/skill/00000290,Skill 290 (ES),,Description for skill 290. Ability to perform task 290. [ES],attitude
http://data.europa.eu/esco/skill/00000291,Skill 291 (ES),,Description for skill 291. Ability to perform task 291. [ES],skill
http://data.europa.eu/esco/skill/00000292,Skill 292 (ES),"Alt skill 292
Synonym 292",Description for skill 292. Ability to perform task 292. [ES],skill
http://data.europa.eu/esco/skill/00000293,Skill 293 (ES),,Description for skill 293. Ability to perform task 293. [ES],attitude
http://data.europa.eu/esco/skill/00000294,Skill 294 (ES),,Description for skill 294. Ability to perform task 294. [ES],skill
http://data.europa.eu/esco/skill/00000295,Skill 295 (ES),,Description for skill 295. Ability to perform task 295. [ES],skill
http://data.europa.eu/esco/skill/00000296,Skill 296 (ES),"Alt skill 296
Synonym 296",Description for skill 296. Ability to perform task 296. [ES],attitude
http://data.europa.eu/esco/skill/00000297,Skill 297 (ES),,Description for skill 297. Ability to perform task 297. [ES],attitude
http://data.europa.eu/esco/skill/00000298,Skill 298 (ES),,Description for skill 298. Ability to perform task 298. [ES],knowledge
http://data.europa.eu/esco/skill/00000299,Skill 299 (ES),,Description for skill 299. Ability to perform task 299. [ES],skill
http://data.europa.eu/esco/skill/00000300,Skill 300 (ES),"Alt skill 300
Synonym 300",Description for skill 300. Ability to perform task 300. [ES],attitude
